0.000100,0
0.000200,0
0.000300,1047552
0.000400,1047552
0.000500,1047552
0.000600,1047552
0.000700,1047553
0.000800,1047553
0.000900,1046531
0.001000,1046531
0.001100,1046535
0.001200,1046535
0.001300,1046535
0.001400,1046535
0.001500,1044486
0.001600,1044486
0.001700,1040388
0.001800,1040388
0.001900,1040396
0.002000,1040396
0.002100,1041416
0.002200,1041416
0.002300,1033240
0.002400,1033240
0.002500,1033232
0.002600,1033232
0.002700,1035312
0.002800,1035312
0.002900,1018928
0.003000,1018928
0.003100,1023024
0.003200,1023024
0.003300,990240
0.003400,990240
0.003500,998496
0.003600,998496
0.003700,932960
0.003800,932960
0.003900,932960
0.004000,932960
0.004100,949344
0.004200,949344
0.004300,818272
0.004400,818272
0.004500,818272
0.004600,818272
0.004700,818400
0.004800,818400
0.004900,851136
0.005000,851136
0.005100,589248
0.005200,589248
0.005300,589184
0.005400,589184
0.005500,589696
0.005600,589696
0.005700,589696
0.005800,589696
0.005900,589568
0.006000,589568
0.006100,589576
0.006200,589576
0.006300,589576
0.006400,589576
0.006500,65288
0.006600,65288
0.006700,130824
0.006800,130824
0.006900,114440
0.007000,114440
0.007100,245512
0.007200,245512
0.007300,237322
0.007400,237322
0.007500,237066
0.007600,237066
0.007700,237082
0.007800,237082
0.007900,237074
0.008000,237074
0.008100,237202
0.008200,237202
0.008300,237202
0.008400,237202
0.008500,237202
0.008600,237202
0.008700,237202
0.008800,237202
0.008900,171666
0.009000,171666
0.009100,171666
0.009200,171666
0.009300,171666
0.009400,171666
0.009500,695954
0.009600,695954
0.009700,691858
0.009800,691858
0.009900,691862
0.010000,691862
0.010100,691858
0.010200,691858
0.010300,691862
0.010400,691862
0.010500,690838
0.010600,690838
0.010700,952978
0.010800,952978
0.010900,950934
0.011000,950934
0.011100,967318
0.011200,967318
0.011300,836246
0.011400,836246
0.011500,836246
0.011600,836246
0.011700,836278
0.011800,836278
0.011900,836274
0.012000,836274
0.012100,836530
0.012200,836530
0.012300,836402
0.012400,836402
0.012500,803698
0.012600,803698
0.012700,811890
0.012800,811890
0.012900,795490
0.013000,795490
0.013100,795498
0.013200,795498
0.013300,861034
0.013400,861034
0.013500,598890
0.013600,598890
0.013700,598890
0.013800,598890
0.013900,598890
0.014000,598890
0.014100,598891
0.014200,598891
0.014300,598889
0.014400,598889
0.014500,74601
0.014600,74601
0.014700,78825
0.014800,78825
0.014900,13289
0.015000,13289
0.015100,12777
0.015200,12777
0.015300,13805
0.015400,13805
0.015500,5613
0.015600,5613
0.015700,5613
0.015800,5613
0.015900,5613
0.016000,5613
0.016100,5613
0.016200,5613
0.016300,5613
0.016400,5613
0.016500,5629
0.016600,5629
0.016700,5373
0.016800,5373
0.016900,5375
0.017000,5375
0.017100,5311
0.017200,5311
0.017300,5823
0.017400,5823
0.017500,5822
0.017600,5822
0.017700,1982
0.017800,1982
0.017900,4030
0.018000,4030
0.018100,2974
0.018200,2974
0.018300,134110
0.018400,134110
0.018500,134110
0.018600,134110
0.018700,132062
0.018800,132062
0.018900,148446
0.019000,148446
0.019100,148446
0.019200,148446
0.019300,17374
0.019400,17374
0.019500,279518
0.019600,279518
0.019700,263134
0.019800,263134
0.019900,295903
0.020000,295903
0.020100,295895
0.020200,295895
0.020300,33751
0.020400,33751
0.020500,99287
0.020600,99287
0.020700,66551
0.020800,66551
0.020900,590711
0.021000,590711
0.021100,590711
0.021200,590711
0.021300,525183
0.021400,525183
0.021500,527227
0.021600,527227
0.021700,527227
0.021800,527227
0.021900,527355
0.022000,527355
0.022100,2811
0.022200,2811
0.022300,19195
0.022400,19195
0.022500,19199
0.022600,19199
0.022700,19071
0.022800,19071
0.022900,19071
0.023000,19071
0.023100,19071
0.023200,19071
0.023300,19327
0.023400,19327
0.023500,19319
0.023600,19319
0.023700,19319
0.023800,19319
0.023900,19319
0.024000,19319
0.024100,19319
0.024200,19319
0.024300,19319
0.024400,19319
0.024500,19319
0.024600,19319
0.024700,150391
0.024800,150391
0.024900,148343
0.025000,148343
0.025100,156471
0.025200,156471
0.025300,140215
0.025400,140215
0.025500,402359
0.025600,402359
0.025700,402355
0.025800,402355
0.025900,402355
0.026000,402355
0.026100,402363
0.026200,402363
0.026300,402107
0.026400,402107
0.026500,402107
0.026600,402107
0.026700,402107
0.026800,402107
0.026900,402107
0.027000,402107
0.027100,402107
0.027200,402107
0.027300,434875
0.027400,434875
0.027500,303801
0.027600,303801
0.027700,369401
0.027800,369401
0.027900,369369
0.028000,369369
0.028100,369369
0.028200,369369
0.028300,369369
0.028400,369369
0.028500,369369
0.028600,369369
0.028700,369369
0.028800,369369
0.028900,369369
0.029000,369369
0.029100,369369
0.029200,369369
0.029300,369369
0.029400,369369
0.029500,369368
0.029600,369368
0.029700,893656
0.029800,893656
0.029900,893656
0.030000,893656
0.030100,369368
0.030200,369368
0.030300,893656
