time,cell_voltages_a[0],cell_voltages_a[1],cell_voltages_a[2],cell_voltages_a[3],cell_voltages_a[4],cell_voltages_a[5],cell_voltages_a[6],cell_voltages_a[7],cell_voltages_a[8],cell_voltages_a[9],cell_voltages_a[10],cell_voltages_a[11],cell_voltages_a[12],cell_voltages_a[13],cell_voltages_a[14],cell_voltages_a[15],cell_voltages_a[16],cell_voltages_a[17],cell_voltages_a[18],cell_voltages_a[19]
0.006000,1319.993400,0.000000,-16527416319083767533201341363272921813863382411596501167285198381397062268391876504650737734056540351868621043307879335387164753205366095872.000000,1319.973600,1341.066197,1319.960400,1319.953801,1319.947201,0.000000,1319.934001,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000000,1319.907482,1319.874606,1319.868006
0.006100,1319.993400,1327.274481,0.000000,1319.973600,1341.066197,1319.960400,1319.953801,1319.947201,0.000000,1319.934001,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000000,1310.417388,1319.874606,1319.868006
0.006200,1319.993400,1327.274481,0.000000,1319.973600,1330.580301,1319.960400,1319.953801,1319.947201,0.000000,1319.934001,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000000,1301.392946,1319.874606,1319.868006
0.006300,1319.993400,1327.274481,0.000000,1319.973600,1324.129360,1319.960400,1319.953801,1319.947201,0.000000,1319.934001,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000000,1301.392946,1319.874606,1319.868006
0.006400,1319.993400,1327.274481,0.000000,1319.973600,1319.967000,1319.960400,1319.953801,1319.947201,0.000000,1319.934001,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000000,1301.392946,1319.874606,1319.868006
0.006500,0.000000,1327.274481,0.000000,0.000000,1319.967000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1301.392946,0.000000,0.000000
0.006600,0.000000,1327.274481,0.000000,0.000000,1319.967000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1301.392946,0.000000,0.000000
0.006700,0.000000,1327.274481,0.000000,0.000000,1319.967000,1362.135553,1362.128742,0.000000,0.000000,1362.108311,1362.101500,1362.094690,1362.087879,1362.081069,1362.074258,0.000000,0.000000,1319.934001,1362.047017,1362.040207
0.006800,0.000000,1327.274481,0.000000,-16527416319083767533201341363272921813863382411596501167285198381397062268391876504650737734056540351868621043307879335387164753205366095872.000000,1319.967000,1350.444754,1358.012064,-16527416319083767533201341363272921813863382411596501167285198381397062268391876504650737734056540351868621043307879335387164753205366095872.000000,0.000000,1357.991694,1357.984904,1357.978114,1357.971325,1357.964535,1357.957745,-16527416319083767533201341363272921813863382411596501167285198381397062268391876504650737734056540351868621043307879335387164753205366095872.000000,0.000000,1319.934001,1357.930586,1357.923796
0.006900,0.000000,1319.986800,0.000000,0.000300,0.000000,1338.331990,1345.899361,0.000300,0.000000,1361.063846,1361.057041,1361.050235,1361.043430,1361.036625,1361.029820,0.000300,0.000000,1341.032671,1361.002599,1360.995794
0.007000,21183547628524958394442196978397755796402790621531184151500534914303517037718131769016750647718894337215227369757844985842715400859741236158117985618150433828232291300972464827585562395434667464141868194794213212160.000000,1319.986800,0.000000,0.000400,0.000000,1319.953801,1319.947201,0.000400,0.000000,1335.490061,1342.884293,1342.877578,1342.870864,1342.864150,1342.857435,0.000400,0.000000,1350.768956,1342.830578,1342.823864
0.007100,0.000000,1322.177991,0.000000,0.000500,0.000000,1319.953801,1319.947201,0.000500,0.000000,1319.927402,1327.321712,1335.789285,1344.065281,1351.287027,1358.505549,0.000500,0.000000,1350.768956,1358.478379,1358.471586
0.007200,0.000000,1322.177991,0.000000,0.000600,-16527416319083767533201341363272921813863382411596501167285198381397062268391876504650737734056540351868621043307879335387164753205366095872.000000,1319.953801,1319.947201,0.000600,0.000000,1319.927402,1319.920802,1319.914203,1328.190278,1335.412103,1342.630704,0.000600,0.000000,1340.283322,1377.146432,1385.946820
0.007300,111502190489395154570179337390340504102541501334789263378363816004558601722869287362479062682457234999969505565005280311458696065191669827832739800150144203336716386304.000000,1322.177991,1328.428397,0.000700,0.000000,1319.953801,1319.947201,0.000700,1325.834598,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000700,0.000000,1333.832542,1345.636251,1354.436797
0.007400,0.000000,1319.986800,1328.428397,0.000800,0.000000,1319.953801,1319.947201,0.000800,1319.914081,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000800,0.000000,1319.934001,1319.868006,1319.861407
0.007500,0.000000,1319.986800,1328.428397,0.000000,0.000000,1319.953801,1319.947201,0.000900,1310.423940,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.000900,0.000000,1319.934001,1319.868006,1319.861407
0.007600,0.000000,1319.986800,1328.428397,0.000000,0.000000,1319.953801,1319.947201,0.001000,1303.609555,1319.927402,1319.920802,1319.914203,1319.907603,1319.901003,1319.894404,0.001000,0.000000,1319.934001,1319.868006,1319.861407
0.007700,0.000000,1319.986800,1328.428397,0.000000,0.000000,1325.573335,1325.566707,0.001100,1303.609555,1314.979778,1306.240971,1298.326172,1289.930607,1283.196203,1275.820129,0.001100,0.000000,1319.934001,1248.960304,1242.314883
0.007800,21183547628524958394442196978397755796402790621531184151500534914303517037718131769016750647718894337215227369757844985842715400859741236158117985618150433828232291300972464827585562395434667464141868194794213212160.000000,1319.986800,1328.428397,-16527416319083767533201341363272921813863382411596501167285198381397062268391876504650737734056540351868621043307879335387164753205366095872.000000,0.000000,1296.476030,1296.469548,0.001200,1303.609555,1296.450101,1296.443619,1296.437137,1288.041580,1281.307187,1273.931122,0.001200,0.000000,1319.934001,1247.071335,1240.425923
